,img_id,img_path,num_user,mean,median,var,vote1,vote2,vote3,vote4,vote5
429,425,PILOT/GSV_PILOT_453_1.jpg,5,3.8,4,0.96,0,1,0,3,1
430,426,PILOT/GSV_PILOT_453_2.jpg,5,2.2,2,0.15999999999999998,0,4,1,0,0
431,427,PILOT/GSV_PILOT_453_3.jpg,5,3.0,3,0.4,0,1,3,1,0
432,428,PILOT/GSV_PILOT_453_4.jpg,5,3.8,4,0.15999999999999998,0,0,1,4,0
433,429,PILOT/GSV_PILOT_454_1.jpg,5,1.2,1,0.16,4,1,0,0,0
434,430,PILOT/GSV_PILOT_454_2.jpg,5,1.6,1,0.64,3,1,1,0,0
435,431,PILOT/GSV_PILOT_454_3.jpg,5,2.0,2,0.4,1,3,1,0,0
436,432,PILOT/GSV_PILOT_454_4.jpg,5,3.2,3,0.5599999999999999,0,1,2,2,0
437,433,PILOT/GSV_PILOT_459_1.jpg,5,2.4,3,0.64,1,1,3,0,0
438,434,PILOT/GSV_PILOT_459_2.jpg,5,2.4,3,0.64,1,1,3,0,0
439,435,PILOT/GSV_PILOT_459_3.jpg,5,2.4,2,0.64,0,4,0,1,0
440,436,PILOT/GSV_PILOT_459_4.jpg,5,2.0,2,1.2,2,2,0,1,0
441,437,PILOT/GSV_PILOT_465_1.jpg,5,2.2,2,0.5599999999999999,1,2,2,0,0
442,438,PILOT/GSV_PILOT_465_2.jpg,5,2.0,2,0.4,1,3,1,0,0
443,439,PILOT/GSV_PILOT_465_3.jpg,5,2.6,3,1.0400000000000003,1,1,2,1,0
444,440,PILOT/GSV_PILOT_465_4.jpg,5,1.6,1,0.64,3,1,1,0,0
445,441,PILOT/GSV_PILOT_466_1.jpg,5,2.4,3,0.64,1,1,3,0,0
446,442,PILOT/GSV_PILOT_466_2.jpg,5,2.4,3,0.64,1,1,3,0,0
447,443,PILOT/GSV_PILOT_466_3.jpg,5,2.8,3,0.96,1,0,3,1,0
448,444,PILOT/GSV_PILOT_466_4.jpg,5,2.8,3,1.3599999999999999,1,1,1,2,0
449,445,PILOT/GSV_PILOT_467_1.jpg,5,2.8,3,0.96,1,0,3,1,0
450,446,PILOT/GSV_PILOT_467_2.jpg,5,2.2,2,0.5599999999999999,1,2,2,0,0
451,447,PILOT/GSV_PILOT_467_3.jpg,5,3.0,3,0.4,0,1,3,1,0
452,448,PILOT/GSV_PILOT_467_4.jpg,5,2.6,3,1.04,1,1,2,1,0
453,449,PILOT/GSV_PILOT_472_1.jpg,5,2.6,3,0.6400000000000002,1,0,4,0,0
454,450,PILOT/GSV_PILOT_472_2.jpg,5,1.6,2,0.24,2,3,0,0,0
455,451,PILOT/GSV_PILOT_472_3.jpg,5,2.6,3,0.6400000000000002,1,0,4,0,0
456,452,PILOT/GSV_PILOT_472_4.jpg,5,2.6,3,0.24,0,2,3,0,0
457,453,PILOT/GSV_PILOT_473_1.jpg,5,1.8,2,0.16,1,4,0,0,0
458,454,PILOT/GSV_PILOT_473_2.jpg,5,2.0,2,0.4,1,3,1,0,0
459,455,PILOT/GSV_PILOT_473_3.jpg,5,2.8,3,0.15999999999999998,0,1,4,0,0
460,456,PILOT/GSV_PILOT_473_4.jpg,5,2.2,2,2.1600000000000006,2,2,0,0,1
461,457,PILOT/GSV_PILOT_476_1.jpg,5,2.6,3,0.24,0,2,3,0,0
462,458,PILOT/GSV_PILOT_476_2.jpg,5,2.4,2,0.24,0,3,2,0,0
463,459,PILOT/GSV_PILOT_476_3.jpg,5,2.2,2,0.5599999999999999,1,2,2,0,0
464,460,PILOT/GSV_PILOT_476_4.jpg,5,1.4,1,0.24,3,2,0,0,0
465,461,PILOT/GSV_PILOT_477_1.jpg,5,1.8,1,1.3600000000000003,3,1,0,1,0
466,462,PILOT/GSV_PILOT_477_2.jpg,5,2.2,2,2.16,2,2,0,0,1
467,463,PILOT/GSV_PILOT_477_3.jpg,5,2.2,2,1.3599999999999999,2,1,1,1,0
468,464,PILOT/GSV_PILOT_477_4.jpg,5,2.2,2,0.96,1,3,0,1,0
469,465,PILOT/GSV_PILOT_479_1.jpg,5,2.8,3,0.5599999999999999,0,2,2,1,0
470,466,PILOT/GSV_PILOT_479_2.jpg,5,2.8,3,0.96,1,0,3,1,0
471,467,PILOT/GSV_PILOT_479_3.jpg,5,3.8,4,0.15999999999999998,0,0,1,4,0
472,468,PILOT/GSV_PILOT_479_4.jpg,5,3.8,4,0.15999999999999998,0,0,1,4,0
473,469,PILOT/GSV_PILOT_481_1.jpg,5,2.0,2,0.8,2,1,2,0,0
474,470,PILOT/GSV_PILOT_481_2.jpg,5,1.6,2,0.24,2,3,0,0,0
475,471,PILOT/GSV_PILOT_481_3.jpg,5,2.2,2,0.5599999999999999,1,2,2,0,0
