,img_id,num_user,attractiveness,familiarity,uniqueness,friendliness,pleasure,arousal,dominance
0,1,9,4,1,3,1,0.22106993875385805,-0.39976412415458396,0.067963249300733
1,2,9,2,1,2,0,-0.3085596908757716,-0.4574998143306451,-0.19458836684992284
2,3,9,3,0,3,1,0.10584355107060178,-0.4520446588450231,-0.10816853841145833
3,4,9,3,0,2,0,-0.09333345389660497,-0.2385205874097546,-0.0653700840326003
4,5,9,2,0,2,0,-0.49580258969907415,-0.2233162710554051,-0.10487633222415133
5,6,9,2,1,2,0,-0.041481602044753124,-0.5790315774337983,-0.1517897617669753
6,7,9,3,0,3,0,-0.0037038544077932314,-0.6843820180337814,-0.020925639588155884
7,8,9,2,1,2,0,-0.3311934859664352,-0.20076961313278957,-0.07308628411940585
8,9,9,3,0,3,1,0.2688065140335648,-0.3115893773990266,0.021872513382523114
9,10,9,2,0,2,1,-0.043950737847222254,-0.5152234804061832,0.09759272822627313
10,11,9,2,1,2,0,-0.11967080198688275,-0.509583912600329,-0.036563600139853374
11,12,9,2,0,1,0,-0.25588484399112654,-0.11886282987999408,-0.2571399830005788
12,13,9,2,0,2,1,0.001316852334104936,-0.9490445695897528,-0.05302470642843366
13,14,9,2,1,2,1,0.12065836588541669,-0.80218879621949,-0.022572081766010825
14,15,9,2,0,2,1,-0.12255151065779321,-0.5537316929811218,-0.12462934329185961
15,16,9,2,1,2,1,-0.21349796248070987,-0.5816608936216663,-0.17072022991415897
16,17,9,4,0,4,1,0.5823044765142747,0.06894209950626834,0.13380669487847222
17,18,9,3,0,3,1,0.31111111111111106,-0.15939208874329275,0.09923894434799384
18,19,9,4,1,3,1,0.5880657431520062,0.2894183020494605,-0.10981452847704473
19,20,9,4,0,3,1,0.3884773160204476,-0.07090153161952169,-0.006584412374614244
20,21,9,5,0,4,1,0.8120163905767748,0.2816225917721195,0.12475329740547839
21,22,9,3,0,3,1,0.4387653115354938,-0.08877805586648183,-0.02833304699556327
22,23,9,3,0,4,1,0.23794231650270062,-0.44671816023649136,0.11652259355709876
23,24,9,4,1,4,1,0.7864196023823303,0.31078501254761853,0.23010291582272377
24,25,9,2,0,1,1,-0.26987651306905863,-0.39841408388689487,-0.021749086733217602
25,26,9,2,0,2,1,0.1091356819058642,-0.3723845000388898,-0.2875923816068673
26,27,9,2,0,2,1,0.007901114004629638,-0.8294445347195509,-0.05631691261574076
27,28,9,3,0,2,1,0.03506160783179017,-0.5631075553347795,-0.02504114221643518
28,29,9,4,0,4,1,0.5939094449266976,-0.1068634699544935,0.08658447265625004
29,30,9,3,0,3,1,0.2795060522762346,-0.2163779628640016,0.15160522460937503
30,31,9,4,0,4,1,0.5881480275848766,0.10437080582991724,0.06024719991801697
31,32,9,4,0,4,1,0.6984361436631945,0.1372868799851933,0.16672860604745374
32,33,9,2,0,2,0,-0.1188478069540895,-0.6871622536432437,0.0243415738329475
33,34,9,2,0,1,1,-0.030370490933641955,-0.1855317029385875,-0.1283950617283951
34,35,9,2,0,2,0,-0.019259379822530828,-0.8516048957534346,-0.09746884946469911
35,36,9,2,0,2,0,-0.21596709828317906,-0.5222488188978662,-0.029156343436535535
36,37,8,4,0,3,1,0.6879628499348958,-0.025082584912084635,0.03166673448350698
37,38,9,4,0,4,1,0.6152262369791668,-0.03371619452355025,0.2268106342833719
38,39,9,4,0,4,1,0.6753084912712192,0.20602768108010003,0.24574087637442135
39,40,9,3,0,2,1,0.41037024980709874,-0.2299787183280278,-0.35703675069926694
40,41,9,2,0,2,1,-0.13991774570794754,-0.28851789531829236,-0.09053502965856486
41,42,9,2,0,2,1,-0.03736632547260799,-0.749714751453904,-0.047263439790702196
42,43,9,2,0,2,1,-0.07851863908179019,-0.38859513505999294,0.016111397448881144
43,44,9,2,0,2,1,-0.0785186390817901,-0.6255604331883168,0.11981510115258488
44,45,9,2,0,2,1,0.21530852141203705,-0.6282284652416922,-0.15425897292148927
45,46,9,2,0,2,1,0.12477364245756174,-0.8894050490110837,0.014464955271026246
46,47,9,3,0,3,1,0.16674895109953708,-0.8205251474424775,0.00788084430459103
47,48,9,2,1,2,1,0.2972015757619599,-0.4322181146685197,-0.27853913483796305
48,49,9,2,0,2,1,0.10090527946566358,-0.6815710826375434,0.05808648003472223
49,50,9,2,0,2,1,-0.08592604648919754,-0.37537141782025324,-0.2760697729793596
50,51,9,3,1,2,1,0.15687240788966048,-0.7880025010357615,-0.15672825942804788
51,52,9,2,0,2,1,-0.025514503761574086,-0.3581135510918053,0.02598794065875774
52,53,9,2,0,2,1,-0.049712004484953706,-0.2769564094470438,-0.032448624975887345
53,54,9,3,1,3,1,0.4342386127989969,-0.5223978123012638,-0.01927957417052469
54,55,9,3,1,3,1,0.3017282744984568,-0.5511319065614568,0.040802755473572566
55,56,9,2,1,2,1,0.10666654610339506,-0.5205829402451608,0.01858053325135029
56,57,9,3,0,3,1,0.04658429181134258,-0.5380114932531594,-0.10323026680652009
57,58,9,2,0,2,1,0.060987533757716074,-0.5311718066181867,-0.08265403464988423
58,59,9,2,0,2,1,0.047818859712577155,-0.29562992336149757,0.1313375590760031
59,60,9,2,0,2,0,0.12065836588541669,-0.4065432282072834,-0.16331267180266204
60,61,9,4,0,4,1,0.6930864498939044,0.04940406068412104,0.05417706524884258
61,62,9,4,0,4,1,0.704197410300926,-0.06368299477600042,0.3555557816116898
62,63,9,4,0,4,1,0.7362961757330249,0.1768190939664001,0.2161113974488812
63,64,9,4,1,4,1,0.6474072868441358,0.33000077828983326,0.10222250855999232
64,65,9,2,0,2,1,0.06962950906635804,-0.3621345538172799,-0.12462934329185964
65,66,9,3,0,2,1,0.20625512393904324,-0.5580479176283498,-0.1262758608217593
66,67,9,3,0,2,1,0.25810697579089514,-0.5156548312618282,0.0761933503327546
67,68,9,2,1,2,1,0.11078182267554018,-0.6022457032478166,-0.19129593460648148
68,69,9,2,0,2,1,-0.2604115427276235,-0.18011318130345283,-0.14026737919560187
69,70,9,2,0,2,1,0.08444432388117284,-0.4970601906338741,-0.04808613341531635
70,71,9,4,0,4,1,0.6790946301118828,0.4182191020430139,0.43092613691165127
71,72,9,4,1,4,1,0.6580245406539352,0.35274775495021843,0.1856585467303241
72,73,9,2,0,2,1,0.11654308931327156,-0.7138852798848383,0.1346299159673997
73,74,9,4,0,4,1,0.6399175950038579,-0.027381964500658638,0.3420373233748071
74,75,9,4,0,3,1,0.6349793233989198,0.3177968809496904,-0.03409446433738427
75,76,9,2,0,2,1,0.10329213083526237,-0.5149668870734218,0.20129643192997682
76,77,9,4,0,4,1,0.6663373782310956,0.4434886772065951,0.32691356517650466
77,78,9,4,1,4,1,0.728806483892747,0.40949236847424053,0.5198560926649306
78,79,9,4,0,4,1,0.7106995382426697,0.5759156568401163,0.3160496841242284
79,80,9,4,0,4,1,0.5259257752218365,0.13329876214406142,0.15438300238715275
80,10001,57,4,0,4,1,0.7024516620598807,0.2539672327001618,0.4962352254469725
81,10002,57,3,0,3,1,0.3291183144493177,-0.47809440703514183,0.13950357715985928
82,10003,57,3,0,3,1,0.2813600298489279,-0.46455517131198415,0.21169327704297639
83,10004,57,4,0,4,1,0.6167726275051779,0.28233378539215576,0.46953284429063114
84,10005,57,4,0,4,1,0.43721447920473927,-0.2573094192837314,0.2451971994738365
85,81,8,3,0,2,1,0.5119442409939235,-0.42138608666636296,0.1350579155815972
86,82,8,3,0,3,1,0.3258331298828125,-0.6287337532644699,0.04616902669270834
87,83,8,3,0,3,1,0.420277574327257,-0.82584917233149,0.2739468892415365
88,84,8,3,0,3,1,0.445277574327257,-0.41705743241414256,0.18505800035264763
89,85,8,3,0,3,1,0.25638868543836807,-0.7553492546186124,0.25728022257486977
90,86,8,3,0,2,1,0.3119442409939236,-0.6112813773079886,0.3100580003526476
91,87,8,2,0,2,0,0.07027757432725698,-0.9692085833420844,-0.137164306640625
92,88,8,3,0,3,1,0.43138868543836817,-0.6758277722544805,0.23228013780381948
93,89,8,2,0,2,0,0.10361090766059033,-0.8675011404789819,-0.006608751085069475
94,90,8,2,0,2,0,0.14805535210503473,-0.9461113507139478,0.05172466701931425
95,91,8,2,0,2,0,0.18416646321614585,-0.9258874033299453,0.021169026692708322
96,92,8,2,0,2,0,0.10638868543836805,-0.7416163468200249,-0.0038309733072916727
97,93,8,2,0,2,1,0.16749979654947916,-0.9470658777038174,0.1489468044704861
98,94,8,4,1,3,1,0.5730553521050348,-0.1659794059692882,0.4069329155815972
99,95,8,3,0,3,1,0.3313886854383681,-0.6232486646606022,0.24339124891493058
100,96,8,3,0,3,1,0.28138868543836815,-0.6434561693706162,0.4128356933593751
101,97,8,3,0,2,0,0.4980553521050348,-0.5127720288424613,0.3072801378038195
102,98,8,4,0,2,1,0.44527757432725695,-0.23391174562435288,0.5458218044704861
103,99,8,3,0,3,1,0.5313886854383681,-0.15031418268313745,0.39026624891493056
104,100,8,3,0,3,1,0.42027757432725704,-0.29419872436882777,0.3433913336859809
105,101,8,2,0,2,0,0.20638868543836808,-0.8635376405638369,0.04894680447048609
106,102,8,3,0,4,1,0.4480553521050348,-0.6781037218755429,0.39616902669270837
107,103,8,3,0,2,0,0.028610907660590275,-0.9211818981019838,0.04339124891493055
108,104,8,3,0,2,1,0.33416646321614585,-0.5745703572706102,0.2961690266927084
109,105,8,3,0,3,1,0.40361090766059027,-0.23585814662556892,0.17116911146375866
110,106,8,4,0,3,1,0.6480553521050347,0.12467383537668832,0.4291551378038195
111,107,8,4,1,4,1,0.5980553521050348,-0.10621202914907876,0.3378356933593751
112,108,8,4,1,4,1,0.6480553521050347,-0.09064106882263301,0.5767245822482638
113,109,8,3,0,3,1,0.28972201877170134,-0.5700540232330914,0.11005791558159717
114,110,8,2,0,3,0,0.16749979654947916,-0.7374691726960484,0.08505800035264756
115,111,8,3,0,3,1,0.33972201877170144,-0.7082303228700819,0.3295023600260417
116,112,8,3,0,2,1,0.3091664632161458,-0.6904311810460961,0.060057915581597246
117,113,8,4,0,3,1,0.4286109076605903,-0.45489542388274656,0.26839124891493055
118,114,8,3,0,3,1,0.25083312988281253,-0.5321846914737389,0.23228013780381945
119,115,8,3,0,3,0,0.17861090766059026,-0.6669670956654272,0.054502444797092
120,116,8,2,0,2,0,0.08972201877170141,-0.7068921224023699,-0.21216430664062502
121,117,8,3,0,3,1,0.4924997965494792,-0.5857116017796443,0.38505791558159724
122,118,8,4,0,4,1,0.570277574327257,-0.19568419016474958,0.40415513780381945
123,119,8,3,0,3,1,0.4286109076605903,-0.32261357493905096,0.5113426208496095
124,120,8,3,0,2,1,0.35916646321614587,-0.4066440966241032,0.39061347113715283
125,121,8,3,0,3,0,0.4258331298828125,-0.8302705012578064,0.3461690266927083
126,122,8,3,0,3,1,0.45916646321614596,-0.5577555228693456,0.2739468044704862
127,123,8,3,0,2,1,0.48138868543836805,-0.11624343112700034,0.5113426208496095
128,124,8,4,0,4,1,0.420277574327257,-0.15029912382761906,0.37950236002604176
129,125,8,3,0,2,1,0.28416646321614586,-0.5980889891607207,0.1822801378038194
130,126,8,3,0,2,1,0.3286109076605903,-0.6469269734956076,0.3461690266927083
131,127,8,3,0,3,1,0.3869442409939236,-0.6957354958245249,0.362835693359375
132,128,8,3,0,2,1,0.4536109076605903,-0.5248246022762275,0.24616902669270838
133,129,8,2,0,2,0,-0.0033335367838541186,-0.6109068424720084,0.032280137803819435
134,130,8,2,0,1,0,-0.04777798122829857,-0.5587581005860683,-0.11494199964735248
135,131,8,2,0,2,0,0.1161109076605903,-0.6637415715933733,0.12394688924153642
136,132,8,2,0,2,0,0.03277757432725695,-0.6335625138787166,0.029502360026041643
137,133,8,2,0,2,0,-0.3769446478949653,-0.6281488481391613,-0.29827541775173616
138,134,8,2,0,3,0,-0.14361131456163195,-0.3744571435095582,-0.05938652886284722
139,135,8,2,0,3,0,-0.0325002034505208,-0.6478753539533256,0.11005791558159723
140,136,8,1,0,2,0,-0.3769446478949653,-0.7056650107287773,-0.3927198621961806
141,137,8,2,0,2,0,0.16749979654947922,-0.6531036276802347,-0.09549763997395833
142,138,8,2,0,2,1,0.0911109076605903,-0.643326742782503,0.0767245822482639
143,139,8,3,0,2,1,0.07861090766059026,-0.9662302374021758,-0.09271986219618061
144,140,8,2,0,2,0,0.034166463216145804,-0.8372045753323138,-0.034386528862847224
145,141,8,3,0,2,1,0.26472201877170143,-0.8592040902438098,0.20172458224826387
146,142,8,3,0,2,1,0.3286109076605903,-0.6034335536655995,0.204502444797092
147,143,8,3,0,2,1,0.41749979654947916,-0.4059442250126517,0.4113426208496094
148,144,8,3,1,2,1,0.3036109076605903,-0.8220972727696527,0.32116902669270836
149,145,8,3,0,3,1,0.3008331298828125,-0.5358356127090065,0.32672458224826395
150,146,8,3,0,2,1,0.5036109076605904,-0.6417573039306461,0.312835693359375
151,147,8,2,0,4,1,0.42583312988281247,-0.565433277787708,0.3545023600260417
152,148,8,3,0,3,0,0.13972201877170137,-0.6295488545882835,0.1795023600260417
153,149,8,3,0,2,0,0.17305535210503475,-0.7502409859443729,0.17394680447048613
154,150,8,2,0,2,0,-0.22694464789496532,-0.5938329015459124,0.06283569335937501
155,151,8,2,0,2,1,0.1424997965494792,-0.8015439266804533,0.17116902669270834
156,152,8,2,0,2,0,0.11749979654947919,-0.6709072199411079,0.010057915581597202
157,153,8,3,0,2,1,0.3730553521050348,-0.5510768662076464,0.3933912489149306
158,154,8,2,0,3,1,0.4397220187717014,-0.5034613073909547,0.24894688924153646
159,155,8,3,0,2,1,0.2924997965494792,-0.7974582621551719,0.31005791558159723
160,156,8,3,0,3,1,0.26194424099392366,-0.8125622534297349,0.12394688924153645
161,157,8,2,0,2,0,0.4480553521050348,-0.37886094763675265,-0.0427198621961806
162,158,8,4,0,4,1,0.5730553521050348,0.016924414734817733,0.3128357781304254
163,159,8,3,0,4,0,0.3591664632161458,-0.4483381662195085,0.4041551378038195
164,160,8,4,0,4,1,0.6174997965494793,-0.2495156942286417,0.2656134711371528
165,161,5,2,1,2,0,-0.1838522677951389,-0.658151959006632,-0.21440700954861117
166,162,5,2,0,3,0,-0.3927411566840278,-0.20909258295382105,0.01670396592881942
167,163,5,3,1,3,1,-0.028296712239583344,-0.5198805945794867,0.2078150770399306
168,164,5,3,0,3,1,-0.0016300455729166274,-0.640198557074517,0.13225952148437498
169,165,5,4,0,4,1,0.7094810655381945,-0.12805384282664195,0.40337063259548617
170,166,5,4,0,3,1,0.3013330078125,-0.13325130560784532,0.23892618815104166
171,167,5,4,0,4,1,0.8694810655381945,0.6634238447076093,0.21225952148437507
172,168,5,4,0,4,1,0.2339255099826389,-0.7360795731221618,0.17670396592881948
173,169,5,4,0,4,1,0.82503662109375,0.27043500478055177,0.20337063259548613
174,170,5,4,1,3,1,0.5983699544270833,-0.04584769107328768,0.061148410373263885
175,171,5,4,1,3,1,0.5539255099826389,0.38985235544406904,0.34114854600694444
176,172,5,4,1,3,1,0.5894810655381943,-0.49341379135882485,0.2655927191840279
177,173,5,3,0,2,0,-0.42385226779513896,-0.5823169354026018,-0.001073811848958367
178,174,5,4,1,2,1,0.37614773220486114,0.3542184078087582,0.5011481391059028
179,175,5,3,0,2,1,0.2605921766493056,-0.18892916402301901,0.2922595214843751
180,176,5,4,1,3,1,0.6472588433159723,-0.41790171356125894,0.2255928548177084
181,177,5,3,0,2,1,0.0257774522569445,-0.4448891637136193,-0.06329603407118051
182,178,5,4,0,3,1,0.3094810655381945,0.2065447227591665,0.37670383029513893
183,179,5,4,0,3,1,0.5761477322048612,-0.2928272242154824,0.07448174370659721
184,180,5,4,1,3,1,0.6161477322048612,0.27786120155642796,0.6878150770399306
185,181,5,2,1,2,0,-0.006074490017361112,-0.19802074751240548,0.17670396592881948
186,182,5,4,0,3,1,0.05614773220486102,-0.540847798484149,0.13670383029513886
187,183,5,3,0,2,1,-0.13940782335069443,-0.7216042189908008,-0.0499627007378472
188,184,5,3,0,4,1,0.30059217664930554,-0.027245435286033782,-0.24607381184895835
189,185,5,2,1,2,1,-0.0986669921875,-0.5851683678985775,-0.009962700737847222
190,186,5,3,1,2,1,-0.14829671223958335,-0.330965732530503,-0.10774047851562496
191,187,5,3,1,1,1,0.18059217664930557,-0.3852484516841739,0.20781494140625
192,188,5,3,1,2,1,0.10503662109374998,-0.6134684359621234,0.2967038302951389
193,189,5,2,1,2,0,-0.1705189344618056,-0.16218986413557257,-0.04996283637152778
194,190,5,4,0,4,1,0.8072588433159723,0.182034210375275,0.33670383029513895
195,191,5,4,1,2,1,0.7405921766493055,0.1914601647535821,0.3367039659288195
196,192,5,2,0,3,0,-0.26829671223958335,-0.23955493114787996,0.167259521484375
197,193,5,4,0,4,1,0.8205921766493056,0.5752721808113334,0.7011484103732639
198,194,5,4,0,4,1,0.5405921766493055,0.023288180755055676,0.3322593858506945
199,195,5,1,0,2,0,-0.5216300455729166,0.08762713729925378,-0.09729614257812502
200,196,5,5,0,4,1,0.9272588433159722,0.6942317427109856,0.2499260796440972
201,197,5,3,0,3,1,0.16281439887152777,-0.2947313282488449,0.32337063259548604
202,198,5,3,0,4,1,0.18503662109374996,-0.6813440043042143,0.11892618815104168
203,199,5,3,0,4,1,0.10059217664930553,0.09839723446027233,0.03003729926215276
204,200,5,3,0,4,1,0.09214789496527778,-0.5138963796704024,0.19892618815104168
205,201,4,3,1,2,1,0.6368513319227431,-0.12385210119776252,-0.2020367092556424
206,202,5,4,1,2,1,0.3761477322048611,-0.271502369800204,0.3900372992621528
207,203,5,4,1,1,1,0.14503662109375,-0.7268188423533101,0.07892618815104166
208,204,5,3,1,3,1,0.2561477322048612,-0.06531822169751862,-0.16996270073784725
209,205,5,4,1,4,1,0.5939255099826388,0.2612415415409384,0.26114841037326386
210,206,5,2,1,2,0,-0.39200032552083336,-0.4305552675101535,0.03892618815104161
211,207,5,2,1,2,1,0.03392550998263886,-0.09714228230171176,0.13225938585069447
212,208,5,2,0,2,1,-0.0905189344618055,-0.5176204656918765,0.19448174370659724
213,209,5,3,1,2,1,0.35392550998263894,-0.5866686714683198,0.11003729926215274
214,210,5,3,1,2,1,0.2961477322048612,-0.45705248591170344,-0.0810738118489583
215,211,5,2,1,2,0,-0.3927411566840278,-0.46582319021848945,-0.2632960340711806
216,212,5,3,1,1,1,0.3761477322048612,-0.5413297909830795,-0.09440728081597222
217,213,5,2,0,2,0,-0.7567409939236112,0.19820532988646175,0.17437052408854165
218,214,5,3,0,4,1,0.37614773220486114,-0.6435987992562247,0.3100372992621528
219,215,5,2,1,1,0,-0.57496337890625,-0.03521065109972772,0.07003729926215278
220,216,5,3,1,1,1,0.16281439887152777,-0.22853931596851815,-0.12996270073784727
221,217,5,2,0,3,1,0.10948106553819444,0.031725447293661044,0.36781494140625004
222,218,5,4,1,2,1,0.3894810655381945,-0.6408952941380006,0.33225952148437504
223,219,5,3,0,2,1,0.32725884331597216,-0.10222211438784826,0.42114827473958344
224,220,5,4,0,2,1,0.6339255099826389,-0.10741413591539095,0.2078150770399306
225,221,6,2,1,2,1,0.24678977683738432,-0.47694766395565114,0.2699384901258681
226,222,5,3,0,2,1,0.09170328776041667,-0.4949691231287326,0.10114827473958336
227,223,5,3,1,2,1,0.3717032877604166,-0.6106692756308018,0.11892605251736113
228,224,5,3,1,2,1,0.4428143988715278,-0.6291442288171172,0.21670396592881946
229,225,5,2,0,4,1,-0.04163004557291672,-0.4135913151485532,-0.05440728081597225
230,226,5,3,0,4,1,0.5005921766493057,-0.29506821731295185,-0.16551852756076388
231,227,5,3,0,4,1,0.34948106553819447,-0.5911076246727308,0.14559285481770837
232,228,5,4,0,4,1,0.41614773220486123,-0.41627078863710504,0.3011484103732639
233,229,5,4,0,4,1,0.26948106553819456,-0.4312797310179285,0.37614841037326396
234,230,5,4,1,2,1,0.45614773220486116,-0.14851582376201494,0.21225952148437505
235,231,5,4,1,3,1,0.7317032877604167,0.11341463648531987,0.2454814995659723
236,232,5,4,1,3,1,0.40281439887152787,0.015439930624878076,0.3139261881510417
237,233,5,3,1,3,1,0.3188145616319444,-0.2736834018122775,0.43214830186631953
238,234,5,4,1,2,1,0.33614773220486116,0.15109435461457224,0.6117039659288194
239,235,5,2,0,2,1,-0.07718560112847221,-0.23716531808467947,-0.02329616970486114
240,236,5,4,0,3,1,0.6472588433159723,0.058927922495091156,-0.08107421875000001
241,237,5,2,0,3,0,-0.04163004557291668,-0.5674896232180032,-0.33885172526041674
242,238,5,3,0,3,0,-0.25940782335069457,-0.43351117761786034,0.02559299045138892
243,239,5,3,1,2,0,0.09170328776041659,-0.22974130263611245,-0.08107381184895839
244,240,5,3,1,3,1,-0.0860744900173612,-0.42504459331477945,0.31448174370659726
245,241,5,2,0,1,0,-0.19822238498263883,-0.25143257995683255,0.031222330729166692
246,242,5,1,1,2,0,-0.09600016276041665,-0.9344354501004883,-0.13766655815972223
247,243,5,2,1,2,0,-0.06488905164930552,-0.9849554148203417,-0.057666558159722284
248,244,5,1,1,1,0,-0.19822238498263892,-0.7375025739652743,-0.15988878038194448
249,245,5,2,1,2,1,0.019555392795138904,-0.7562404082528645,0.2978889973958334
250,246,5,3,0,2,1,0.3928887261284722,-0.20665694002330062,0.3906667751736112
251,247,5,4,0,3,1,0.41955539279513887,-0.2537301444068472,0.43066677517361107
252,248,5,2,1,2,1,0.11288872612847223,-0.6661356641999758,-0.1732221137152778
